timestamp,minute,text,likes,retweets,event
2025-07-07 20:09:35,9,GOAL!!! Gonzalo García scores for Real Madrid!,3,7,Goal Real Madrid
2025-07-07 20:09:35,9,What a finish by Gonzalo García! Real Madrid on fire!,3,5,Goal Real Madrid
2025-07-07 20:09:35,9,GOAL!!! Gonzalo García scores for Real Madrid!,9,3,Goal Real Madrid
2025-07-07 20:09:35,9,What a finish by Gonzalo García! Real Madrid on fire!,14,4,Goal Real Madrid
2025-07-07 20:09:35,9,What a finish by Gonzalo García! Real Madrid on fire!,16,3,Goal Real Madrid
2025-07-07 20:09:35,9,GOAL!!! Gonzalo García scores for Real Madrid!,14,8,Goal Real Madrid
2025-07-07 20:09:35,9,What a finish by Gonzalo García! Real Madrid on fire!,20,1,Goal Real Madrid
2025-07-07 20:09:35,9,Real Madrid fans erupt after Gonzalo García's goal!,9,2,Goal Real Madrid
2025-07-07 20:09:35,9,Gonzalo García makes it look easy. Hala Madrid!,11,0,Goal Real Madrid
2025-07-07 20:09:35,9,What a finish by Gonzalo García! Real Madrid on fire!,6,9,Goal Real Madrid
2025-07-07 20:09:35,9,Real Madrid fans erupt after Gonzalo García's goal!,4,2,Goal Real Madrid
2025-07-07 20:09:35,9,Gonzalo García makes it look easy. Hala Madrid!,16,4,Goal Real Madrid
2025-07-07 20:09:35,9,Real Madrid fans erupt after Gonzalo García's goal!,5,3,Goal Real Madrid
2025-07-07 20:09:35,9,Real Madrid fans erupt after Gonzalo García's goal!,7,0,Goal Real Madrid
2025-07-07 20:09:35,9,What a finish by Gonzalo García! Real Madrid on fire!,14,4,Goal Real Madrid
2025-07-07 20:09:35,9,Real Madrid fans erupt after Gonzalo García's goal!,16,8,Goal Real Madrid
2025-07-07 20:09:35,9,Real Madrid fans erupt after Gonzalo García's goal!,9,0,Goal Real Madrid
2025-07-07 20:09:35,9,What a finish by Gonzalo García! Real Madrid on fire!,17,6,Goal Real Madrid
2025-07-07 20:09:35,9,Gonzalo García makes it look easy. Hala Madrid!,15,2,Goal Real Madrid
2025-07-07 20:09:35,9,GOAL!!! Gonzalo García scores for Real Madrid!,6,9,Goal Real Madrid
2025-07-07 20:09:35,9,GOAL!!! Gonzalo García scores for Real Madrid!,8,1,Goal Real Madrid
2025-07-07 20:09:35,9,Real Madrid fans erupt after Gonzalo García's goal!,9,3,Goal Real Madrid
2025-07-07 20:09:35,9,Gonzalo García makes it look easy. Hala Madrid!,3,9,Goal Real Madrid
2025-07-07 20:09:35,9,Gonzalo García makes it look easy. Hala Madrid!,18,6,Goal Real Madrid
2025-07-07 20:09:35,9,Gonzalo García makes it look easy. Hala Madrid!,2,3,Goal Real Madrid
2025-07-07 20:09:35,9,GOAL!!! Gonzalo García scores for Real Madrid!,17,1,Goal Real Madrid
2025-07-07 20:09:35,9,Gonzalo García makes it look easy. Hala Madrid!,7,3,Goal Real Madrid
2025-07-07 20:09:35,9,Gonzalo García makes it look easy. Hala Madrid!,0,9,Goal Real Madrid
2025-07-07 20:09:35,9,Gonzalo García makes it look easy. Hala Madrid!,18,5,Goal Real Madrid
2025-07-07 20:09:35,9,What a finish by Gonzalo García! Real Madrid on fire!,11,8,Goal Real Madrid
2025-07-07 20:09:35,9,What a finish by Gonzalo García! Real Madrid on fire!,13,6,Goal Real Madrid
2025-07-07 20:09:35,9,What a finish by Gonzalo García! Real Madrid on fire!,9,4,Goal Real Madrid
2025-07-07 20:09:35,9,Real Madrid fans erupt after Gonzalo García's goal!,12,0,Goal Real Madrid
2025-07-07 20:09:35,9,What a finish by Gonzalo García! Real Madrid on fire!,6,4,Goal Real Madrid
2025-07-07 20:09:35,9,GOAL!!! Gonzalo García scores for Real Madrid!,14,3,Goal Real Madrid
2025-07-07 20:09:35,9,Gonzalo García makes it look easy. Hala Madrid!,21,9,Goal Real Madrid
2025-07-07 20:09:35,9,What a finish by Gonzalo García! Real Madrid on fire!,11,5,Goal Real Madrid
2025-07-07 20:09:35,9,What a finish by Gonzalo García! Real Madrid on fire!,7,2,Goal Real Madrid
2025-07-07 20:09:35,9,GOAL!!! Gonzalo García scores for Real Madrid!,17,7,Goal Real Madrid
2025-07-07 20:09:35,9,Real Madrid fans erupt after Gonzalo García's goal!,16,1,Goal Real Madrid
2025-07-07 20:10:30,10,The energy in the crowd is unmatched.,4,0,
2025-07-07 20:10:30,10,What a clash of titans!,0,0,
2025-07-07 20:10:30,10,So many close chances!,1,1,
2025-07-07 20:10:30,10,What a clash of titans!,3,0,
2025-07-07 20:10:30,10,What a clash of titans!,4,1,
2025-07-07 20:10:30,10,Football at its finest tonight!,0,2,
2025-07-07 20:10:30,10,What a clash of titans!,3,2,
2025-07-07 20:10:30,10,The energy in the crowd is unmatched.,1,2,
2025-07-07 20:10:30,10,What a clash of titans!,2,1,
2025-07-07 20:10:30,10,Football at its finest tonight!,4,2,
2025-07-07 20:10:30,10,So many close chances!,2,0,
2025-07-07 20:10:30,10,The energy in the crowd is unmatched.,2,0,
2025-07-07 20:10:30,10,Football at its finest tonight!,4,0,
2025-07-07 20:15:50,15,Fans are on edge here!,4,0,
2025-07-07 20:15:50,15,Nail-biting tension in the stadium right now.,3,0,
2025-07-07 20:15:50,15,Fans are on edge here!,0,1,
2025-07-07 20:15:50,15,The energy in the crowd is unmatched.,4,1,
2025-07-07 20:15:50,15,Nail-biting tension in the stadium right now.,0,0,
2025-07-07 20:15:50,15,Football at its finest tonight!,2,1,
2025-07-07 20:15:50,15,This match is far from over.,2,0,
2025-07-07 20:15:50,15,So many close chances!,0,0,
2025-07-07 20:15:50,15,Football at its finest tonight!,5,0,
2025-07-07 20:15:50,15,This match is far from over.,3,2,
2025-07-07 20:20:02,20,Football at its finest tonight!,0,1,
2025-07-07 20:20:02,20,This match is far from over.,1,1,
2025-07-07 20:20:02,20,This match is far from over.,2,2,
2025-07-07 20:20:02,20,This match is far from over.,3,1,
2025-07-07 20:20:02,20,So many close chances!,1,2,
2025-07-07 20:20:02,20,So many close chances!,3,0,
2025-07-07 20:20:02,20,This match is far from over.,3,0,
2025-07-07 20:20:02,20,Nail-biting tension in the stadium right now.,2,1,
2025-07-07 20:20:02,20,Football at its finest tonight!,5,1,
2025-07-07 20:20:02,20,This match is far from over.,1,0,
2025-07-07 20:20:02,20,Nail-biting tension in the stadium right now.,3,1,
2025-07-07 20:20:02,20,Fans are on edge here!,3,1,
2025-07-07 20:20:02,20,This match is far from over.,5,1,
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,12,8,Goal Real Madrid
2025-07-07 20:20:28,20,GOAL!!! Fran García scores for Real Madrid!,10,4,Goal Real Madrid
2025-07-07 20:20:28,20,What a finish by Fran García! Real Madrid on fire!,8,5,Goal Real Madrid
2025-07-07 20:20:28,20,GOAL!!! Fran García scores for Real Madrid!,10,1,Goal Real Madrid
2025-07-07 20:20:28,20,Real Madrid fans erupt after Fran García's goal!,12,0,Goal Real Madrid
2025-07-07 20:20:28,20,What a finish by Fran García! Real Madrid on fire!,16,8,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,7,3,Goal Real Madrid
2025-07-07 20:20:28,20,GOAL!!! Fran García scores for Real Madrid!,11,4,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,10,2,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,16,7,Goal Real Madrid
2025-07-07 20:20:28,20,GOAL!!! Fran García scores for Real Madrid!,10,5,Goal Real Madrid
2025-07-07 20:20:28,20,Real Madrid fans erupt after Fran García's goal!,2,3,Goal Real Madrid
2025-07-07 20:20:28,20,Real Madrid fans erupt after Fran García's goal!,3,6,Goal Real Madrid
2025-07-07 20:20:28,20,What a finish by Fran García! Real Madrid on fire!,5,2,Goal Real Madrid
2025-07-07 20:20:28,20,What a finish by Fran García! Real Madrid on fire!,11,9,Goal Real Madrid
2025-07-07 20:20:28,20,GOAL!!! Fran García scores for Real Madrid!,11,9,Goal Real Madrid
2025-07-07 20:20:28,20,Real Madrid fans erupt after Fran García's goal!,7,4,Goal Real Madrid
2025-07-07 20:20:28,20,What a finish by Fran García! Real Madrid on fire!,6,4,Goal Real Madrid
2025-07-07 20:20:28,20,Real Madrid fans erupt after Fran García's goal!,3,2,Goal Real Madrid
2025-07-07 20:20:28,20,What a finish by Fran García! Real Madrid on fire!,14,2,Goal Real Madrid
2025-07-07 20:20:28,20,GOAL!!! Fran García scores for Real Madrid!,8,8,Goal Real Madrid
2025-07-07 20:20:28,20,GOAL!!! Fran García scores for Real Madrid!,0,1,Goal Real Madrid
2025-07-07 20:20:28,20,Real Madrid fans erupt after Fran García's goal!,4,4,Goal Real Madrid
2025-07-07 20:20:28,20,What a finish by Fran García! Real Madrid on fire!,21,5,Goal Real Madrid
2025-07-07 20:20:28,20,What a finish by Fran García! Real Madrid on fire!,16,9,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,5,5,Goal Real Madrid
2025-07-07 20:20:28,20,GOAL!!! Fran García scores for Real Madrid!,3,5,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,13,2,Goal Real Madrid
2025-07-07 20:20:28,20,What a finish by Fran García! Real Madrid on fire!,2,0,Goal Real Madrid
2025-07-07 20:20:28,20,GOAL!!! Fran García scores for Real Madrid!,0,5,Goal Real Madrid
2025-07-07 20:20:28,20,What a finish by Fran García! Real Madrid on fire!,10,5,Goal Real Madrid
2025-07-07 20:20:28,20,GOAL!!! Fran García scores for Real Madrid!,5,0,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,15,3,Goal Real Madrid
2025-07-07 20:20:28,20,GOAL!!! Fran García scores for Real Madrid!,16,2,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,13,7,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,11,6,Goal Real Madrid
2025-07-07 20:20:28,20,Real Madrid fans erupt after Fran García's goal!,5,4,Goal Real Madrid
2025-07-07 20:20:28,20,What a finish by Fran García! Real Madrid on fire!,10,6,Goal Real Madrid
2025-07-07 20:20:28,20,What a finish by Fran García! Real Madrid on fire!,20,3,Goal Real Madrid
2025-07-07 20:20:28,20,Real Madrid fans erupt after Fran García's goal!,19,2,Goal Real Madrid
2025-07-07 20:20:28,20,GOAL!!! Fran García scores for Real Madrid!,8,0,Goal Real Madrid
2025-07-07 20:20:28,20,What a finish by Fran García! Real Madrid on fire!,7,4,Goal Real Madrid
2025-07-07 20:20:28,20,GOAL!!! Fran García scores for Real Madrid!,10,0,Goal Real Madrid
2025-07-07 20:20:28,20,GOAL!!! Fran García scores for Real Madrid!,18,5,Goal Real Madrid
2025-07-07 20:20:28,20,Real Madrid fans erupt after Fran García's goal!,17,0,Goal Real Madrid
2025-07-07 20:20:28,20,GOAL!!! Fran García scores for Real Madrid!,8,3,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,7,2,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,11,3,Goal Real Madrid
2025-07-07 20:20:28,20,Real Madrid fans erupt after Fran García's goal!,3,3,Goal Real Madrid
2025-07-07 20:20:28,20,Real Madrid fans erupt after Fran García's goal!,0,7,Goal Real Madrid
2025-07-07 20:20:28,20,What a finish by Fran García! Real Madrid on fire!,4,4,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,13,2,Goal Real Madrid
2025-07-07 20:20:28,20,What a finish by Fran García! Real Madrid on fire!,3,1,Goal Real Madrid
2025-07-07 20:20:28,20,Real Madrid fans erupt after Fran García's goal!,11,4,Goal Real Madrid
2025-07-07 20:20:28,20,GOAL!!! Fran García scores for Real Madrid!,7,5,Goal Real Madrid
2025-07-07 20:20:28,20,What a finish by Fran García! Real Madrid on fire!,6,2,Goal Real Madrid
2025-07-07 20:20:28,20,GOAL!!! Fran García scores for Real Madrid!,10,3,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,10,0,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,15,3,Goal Real Madrid
2025-07-07 20:20:28,20,GOAL!!! Fran García scores for Real Madrid!,6,0,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,3,8,Goal Real Madrid
2025-07-07 20:20:28,20,GOAL!!! Fran García scores for Real Madrid!,10,3,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,4,4,Goal Real Madrid
2025-07-07 20:20:28,20,What a finish by Fran García! Real Madrid on fire!,8,6,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,12,9,Goal Real Madrid
2025-07-07 20:20:28,20,GOAL!!! Fran García scores for Real Madrid!,3,6,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,9,0,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,12,4,Goal Real Madrid
2025-07-07 20:20:28,20,Real Madrid fans erupt after Fran García's goal!,14,0,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,8,7,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,4,5,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,16,2,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,7,2,Goal Real Madrid
2025-07-07 20:20:28,20,GOAL!!! Fran García scores for Real Madrid!,15,4,Goal Real Madrid
2025-07-07 20:20:28,20,What a finish by Fran García! Real Madrid on fire!,10,6,Goal Real Madrid
2025-07-07 20:20:28,20,Real Madrid fans erupt after Fran García's goal!,13,3,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,4,5,Goal Real Madrid
2025-07-07 20:20:28,20,What a finish by Fran García! Real Madrid on fire!,12,3,Goal Real Madrid
2025-07-07 20:20:28,20,Real Madrid fans erupt after Fran García's goal!,14,6,Goal Real Madrid
2025-07-07 20:20:28,20,Real Madrid fans erupt after Fran García's goal!,6,5,Goal Real Madrid
2025-07-07 20:20:28,20,What a finish by Fran García! Real Madrid on fire!,3,2,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,23,5,Goal Real Madrid
2025-07-07 20:20:28,20,Real Madrid fans erupt after Fran García's goal!,8,5,Goal Real Madrid
2025-07-07 20:20:28,20,Real Madrid fans erupt after Fran García's goal!,6,8,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,15,4,Goal Real Madrid
2025-07-07 20:20:28,20,GOAL!!! Fran García scores for Real Madrid!,9,1,Goal Real Madrid
2025-07-07 20:20:28,20,Real Madrid fans erupt after Fran García's goal!,15,0,Goal Real Madrid
2025-07-07 20:20:28,20,What a finish by Fran García! Real Madrid on fire!,13,0,Goal Real Madrid
2025-07-07 20:20:28,20,What a finish by Fran García! Real Madrid on fire!,0,0,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,6,7,Goal Real Madrid
2025-07-07 20:20:28,20,What a finish by Fran García! Real Madrid on fire!,12,1,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,13,1,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,1,4,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,6,4,Goal Real Madrid
2025-07-07 20:20:28,20,Fran García makes it look easy. Hala Madrid!,0,3,Goal Real Madrid
2025-07-07 20:20:28,20,Real Madrid fans erupt after Fran García's goal!,11,3,Goal Real Madrid
2025-07-07 20:25:20,25,This match is far from over.,1,0,
2025-07-07 20:25:20,25,The tempo of this match is insane.,3,0,
2025-07-07 20:25:20,25,The tempo of this match is insane.,0,0,
2025-07-07 20:25:20,25,Football at its finest tonight!,1,0,
2025-07-07 20:25:20,25,Nail-biting tension in the stadium right now.,1,0,
2025-07-07 20:25:20,25,Football at its finest tonight!,3,0,
2025-07-07 20:30:53,30,Nail-biting tension in the stadium right now.,3,1,
2025-07-07 20:30:53,30,Both teams are giving it everything.,1,1,
2025-07-07 20:30:53,30,The energy in the crowd is unmatched.,4,0,
2025-07-07 20:30:53,30,The energy in the crowd is unmatched.,4,0,
2025-07-07 20:30:53,30,So many close chances!,4,0,
2025-07-07 20:30:53,30,This match is far from over.,6,0,
2025-07-07 20:30:53,30,The tempo of this match is insane.,4,0,
2025-07-07 20:30:53,30,Nail-biting tension in the stadium right now.,3,0,
2025-07-07 20:35:05,35,Fans are on edge here!,2,1,
2025-07-07 20:35:05,35,Both teams are giving it everything.,2,0,
2025-07-07 20:35:05,35,Both teams are giving it everything.,2,1,
2025-07-07 20:35:05,35,The energy in the crowd is unmatched.,4,0,
2025-07-07 20:35:05,35,The energy in the crowd is unmatched.,2,0,
2025-07-07 20:35:05,35,This match is far from over.,2,2,
2025-07-07 20:35:05,35,Nail-biting tension in the stadium right now.,1,0,
2025-07-07 20:35:05,35,Unbelievable scenes unfolding!,3,0,
2025-07-07 20:35:05,35,Fans are on edge here!,6,2,
2025-07-07 20:35:05,35,Nail-biting tension in the stadium right now.,4,1,
2025-07-07 20:35:05,35,So many close chances!,4,0,
2025-07-07 20:40:11,40,Nail-biting tension in the stadium right now.,1,2,
2025-07-07 20:40:11,40,Both teams are giving it everything.,2,1,
2025-07-07 20:40:11,40,The energy in the crowd is unmatched.,0,1,
2025-07-07 20:40:11,40,Football at its finest tonight!,4,1,
2025-07-07 20:40:11,40,The energy in the crowd is unmatched.,1,2,
2025-07-07 20:40:11,40,Unbelievable scenes unfolding!,3,0,
2025-07-07 20:40:11,40,This match is far from over.,2,1,
2025-07-07 20:40:11,40,Unbelievable scenes unfolding!,1,1,
2025-07-07 20:40:11,40,Fans are on edge here!,3,0,
2025-07-07 20:40:11,40,Fans are on edge here!,2,1,
2025-07-07 20:45:58,45,Nail-biting tension in the stadium right now.,3,0,
2025-07-07 20:45:58,45,The tempo of this match is insane.,5,0,
2025-07-07 20:45:58,45,The energy in the crowd is unmatched.,6,0,
2025-07-07 20:45:58,45,The tempo of this match is insane.,0,0,
2025-07-07 20:45:58,45,So many close chances!,4,1,
2025-07-07 20:50:27,50,What a clash of titans!,2,0,
2025-07-07 20:50:27,50,What a clash of titans!,1,1,
2025-07-07 20:50:27,50,Both teams are giving it everything.,0,0,
2025-07-07 20:50:27,50,Both teams are giving it everything.,0,0,
2025-07-07 20:50:27,50,The tempo of this match is insane.,4,0,
2025-07-07 20:50:27,50,What a clash of titans!,2,1,
2025-07-07 20:50:27,50,This match is far from over.,3,0,
2025-07-07 20:50:27,50,What a clash of titans!,3,0,
2025-07-07 20:50:27,50,Both teams are giving it everything.,3,0,
2025-07-07 20:50:27,50,Nail-biting tension in the stadium right now.,0,2,
2025-07-07 20:50:27,50,The tempo of this match is insane.,2,2,
2025-07-07 20:50:27,50,Fans are on edge here!,2,2,
2025-07-07 20:50:27,50,What a clash of titans!,1,2,
2025-07-07 20:55:59,55,So many close chances!,7,1,
2025-07-07 20:55:59,55,So many close chances!,2,0,
2025-07-07 20:55:59,55,Nail-biting tension in the stadium right now.,1,0,
2025-07-07 20:55:59,55,Fans are on edge here!,2,1,
2025-07-07 20:55:59,55,So many close chances!,5,2,
2025-07-07 20:55:59,55,What a clash of titans!,3,1,
2025-07-07 20:55:59,55,The tempo of this match is insane.,3,0,
2025-07-07 20:55:59,55,Both teams are giving it everything.,0,0,
2025-07-07 20:55:59,55,Both teams are giving it everything.,2,1,
2025-07-07 20:55:59,55,Fans are on edge here!,3,1,
2025-07-07 20:55:59,55,This match is far from over.,4,1,
2025-07-07 20:55:59,55,What a clash of titans!,1,0,
2025-07-07 20:55:59,55,The tempo of this match is insane.,1,0,
2025-07-07 20:55:59,55,Nail-biting tension in the stadium right now.,0,0,
2025-07-07 21:00:10,60,So many close chances!,2,1,
2025-07-07 21:00:10,60,The tempo of this match is insane.,0,2,
2025-07-07 21:00:10,60,So many close chances!,1,2,
2025-07-07 21:00:10,60,Unbelievable scenes unfolding!,4,0,
2025-07-07 21:00:10,60,What a clash of titans!,3,0,
2025-07-07 21:00:10,60,This match is far from over.,3,0,
2025-07-07 21:00:10,60,What a clash of titans!,4,0,
2025-07-07 21:00:10,60,Unbelievable scenes unfolding!,1,2,
2025-07-07 21:00:10,60,So many close chances!,2,0,
2025-07-07 21:00:10,60,The energy in the crowd is unmatched.,3,1,
2025-07-07 21:00:10,60,Both teams are giving it everything.,2,0,
2025-07-07 21:00:10,60,What a clash of titans!,0,1,
2025-07-07 21:00:10,60,Fans are on edge here!,3,0,
2025-07-07 21:00:10,60,This match is far from over.,1,0,
2025-07-07 21:05:19,65,Both teams are giving it everything.,1,0,
2025-07-07 21:05:19,65,What a clash of titans!,3,0,
2025-07-07 21:05:19,65,Nail-biting tension in the stadium right now.,5,3,
2025-07-07 21:05:19,65,What a clash of titans!,3,0,
2025-07-07 21:05:19,65,Football at its finest tonight!,0,1,
2025-07-07 21:05:19,65,What a clash of titans!,5,2,
2025-07-07 21:05:19,65,This match is far from over.,4,1,
2025-07-07 21:05:19,65,Football at its finest tonight!,3,0,
2025-07-07 21:05:19,65,The tempo of this match is insane.,3,1,
2025-07-07 21:05:19,65,Fans are on edge here!,0,1,
2025-07-07 21:05:19,65,Both teams are giving it everything.,3,0,
2025-07-07 21:05:19,65,What a clash of titans!,7,1,
2025-07-07 21:05:19,65,The energy in the crowd is unmatched.,5,1,
2025-07-07 21:05:19,65,Fans are on edge here!,0,1,
2025-07-07 21:10:57,70,The energy in the crowd is unmatched.,4,0,
2025-07-07 21:10:57,70,Fans are on edge here!,4,0,
2025-07-07 21:10:57,70,This match is far from over.,3,0,
2025-07-07 21:10:57,70,This match is far from over.,4,0,
