second;rms_db;normalized_volume
98,00;5,49482E+15;0.2985874662153898
99,00;5,64303E+16;0.26211809448707135
100,00;5,40658E+15;0.3203014607455871
101,00;4,29226E+15;0.594510978510028
102,00;5,09801E+16;0.39623479427270225
103,00;5,34972E+15;0.3342934826327145
104,00;5,57775E+16;0.2781811817470693
105,00;5,17317E+16;0.37773770118605343
106,00;5,34235E+15;0.33610868895579005
107,00;5,19319E+16;0.3728113542038738
108,00;5,09061E+15;0.39805386278346533
109,00;5,15957E+14;0.3810861653843348
110,00;5,39096E+16;0.32414502753166685
111,00;5,29672E+15;0.34733608873637056
112,00;5,38393E+16;0.3258757192539521
113,00;5,56351E+15;0.28168518251528196
114,00;5,15498E+15;0.38221407966346055
115,00;5,59315E+15;0.27439199006986525
116,00;5,07312E+16;0.40235954743085267
117,00;5,68147E+16;0.2526590616161706
118,00;5,44855E+15;0.30997388380083957
119,00;5,75934E+15;0.2334966131492855
120,00;5,49638E+15;0.2982054477760908
121,00;5,51327E+15;0.2940477006554494
122,00;5,49638E+15;0.2982054477760908
123,00;5,5417E+16;0.28705130351666763
124,00;5,54757E+16;0.2856071138338213
125,00;5,62181E+16;0.2673394658228264
126,00;5,0291E+15;0.41319217084033366
127,00;5,3122E+16;0.3435277160930226
128,00;5,41684E+15;0.31777695195033395
129,00;5,38745E+15;0.3250086216757545
130,00;533677183338,00;0.3374802824960902
131,00;5,51327E+15;0.2940477006554494
132,00;5,47914E+15;0.3024456803595448
133,00;5,46639E+15;0.3055831937229341
134,00;5,52686E+16;0.2907050550511049
135,00;5,47439E+15;0.30361685731666244
136,00;5,52536E+15;0.29107388906823706
137,00;5,56781E+14;0.28062793752424864
138,00;5,57066E+15;0.27992600172132687
139,00;5,52536E+15;0.29107388906823706
140,00;5,40486E+15;0.3207251264143086
141,00;5,32928E+16;0.3393228737339872
142,00;5,76277E+16;0.23265234901054743
143,00;5,8619E+15;0.20825910170509132
144,00;5,8619E+15;0.20825910170509132
145,00;5,84129E+15;0.21333025914941595
146,00;5,63248E+15;0.2647128366399518
147,00;5,62047E+16;0.26767007572615875
148,00;5,66757E+15;0.25607896273352904
149,00;5,54757E+16;0.2856071138338213
150,00;5,66629E+14;0.25639259339859044
151,00;5,64825E+15;0.2608324409272016
152,00;5,40141E+16;0.32157498542618135
153,00;5,49947E+15;0.29744345317263643
154,00;5,07059E+15;0.4029817873459758
155,00;4,84649E+16;0.4581266491678082
156,00;4,59333E+15;0.5204236913186067
157,00;4,43497E+15;0.5593929659295408
158,00;4,96289E+15;0.4294849515016219
159,00;5,01841E+15;0.4158228410931274
160,00;5,29281E+16;0.3482988798232961
161,00;5,25678E+15;0.3571649128065857
162,00;5,3274E+15;0.3397860142399862
163,00;5,27698E+15;0.3521940083002568
164,00;5,06296E+14;0.40485945031346837
165,00;5,27698E+15;0.3521940083002568
166,00;5,24443E+14;0.36020391082524916
167,00;5,20629E+15;0.36958909327899847
168,00;5,53283E+15;0.28923605091883275
169,00;5,18657E+16;0.3744408863144746
170,00;5,45019E+15;0.30957098215488554
171,00;5,30062E+15;0.346377615112768
172,00;5,5735E+15;0.2792263635847174
173,00;5,53728E+15;0.2881408857906893
174,00;5,44362E+15;0.31118716573357696
175,00;5,45995E+15;0.30716939217075534
176,00;5,2319E+16;0.3632867420550514
177,00;5,00758E+15;0.41848629312681807
178,00;5,01571E+15;0.41648559901915627
179,00;4,92779E+15;0.43812205631841195
180,00;4,7568E+15;0.4801987061557479
181,00;4,78187E+16;0.4740284846209205
182,00;4,64029E+16;0.5088674034600479
183,00;4,35218E+15;0.5797644932207963
184,00;4,11381E+16;0.638422421507338
185,00;5,11742E+15;0.3914582991897584
186,00;5,39271E+15;0.32371453542261697
187,00;5,27097E+15;0.35367317863195946
188,00;5,39271E+15;0.32371453542261697
189,00;4,99662E+15;0.4211833542743948
190,00;5,3122E+16;0.3435277160930226
191,00;5,21061E+15;0.3685257116831726
192,00;5,13875E+15;0.3862093223392232
193,00;5,50563E+15;0.2959275655428024
194,00;5,55049E+15;0.28488866186361606
195,00;4,45062E+15;0.555541703899094
196,00;5,38393E+16;0.3258757192539521
197,00;5,61372E+15;0.26933083979173034
198,00;5,4253E+15;0.31569573531303596
199,00;4,89121E+16;0.44712293402997105
200,00;5,48388E+15;0.30128088586983837
201,00;5,27498E+15;0.35268592856316805
202,00;5,03703E+15;0.41124020056257204
203,00;5,29477E+16;0.34781694216727654
204,00;533677183338,00;0.3374802824960902
205,00;5,32173E+15;0.3411814877054431
206,00;5,37327E+15;0.3284983197632947
207,00;5,10534E+16;0.39443107673403544
208,00;5,47279E+15;0.30400868008429904
209,00;5,27498E+15;0.35268592856316805
210,00;5,21276E+16;0.36799599825246965
211,00;5,55049E+15;0.28488866186361606
212,00;5,83396E+15;0.21513397668808265
213,00;5,92284E+15;0.19326218960351016
214,00;5,49947E+15;0.29744345317263643
215,00;5,47439E+15;0.30361685731666244
216,00;5,59037E+16;0.27507595628516124
217,00;5,19758E+15;0.37173186069770203
218,00;4,90664E+15;0.4433263997580844
219,00;5,35521E+16;0.3329421234848835
220,00;5,05009E+16;0.40802601578437503
221,00;5,20195E+15;0.3706577918049019
222,00;4,8028E+16;0.46887789178127726
223,00;4,74582E+15;0.48289860639051885
224,00;4,64444E+15;0.5078471663922115
225,00;4,70437E+16;0.49310068110297955
226,00;4,5666E+16;0.5270008028675928
227,00;4,61499E+15;0.5150932589564573
228,00;4,70437E+16;0.49310068110297955
229,00;5,10777E+15;0.39383320428857194
230,00;5,65861E+14;0.2582841036181943
231,00;5,59176E+15;0.27473369959091043
232,00;5,45345E+15;0.3087674501563057
233,00;5,5358E+15;0.28850531769464394
234,00;5,70618E+16;0.2465778759008811
235,00;5,27498E+15;0.35268592856316805
236,00;5,08066E+15;0.40050362323847644
237,00;4,95424E+15;0.4316117278538276
238,00;5,08565E+16;0.399275233306295
239,00;4,89121E+16;0.44712293402997105
240,00;4,87867E+15;0.45020947517350607
241,00;4,93374E+15;0.4366580830616127
242,00;4,70437E+16;0.49310068110297955
243,00;4,78539E+16;0.47316138704272315
244,00;4,88182E+16;0.449433651236807
245,00;5,4712E+14;0.3044012224533822
246,00;5,5358E+15;0.28850531769464394
247,00;5,66757E+15;0.25607896273352904
248,00;5,96815E+15;0.182112004614987
249,00;5,51175E+15;0.2944223532665181
250,00;5,56781E+14;0.28062793752424864
251,00;5,68895E+16;0.2508164703782735
252,00;5,54903E+16;0.2852475859780007
253,00;5,68771E+15;0.25112246793932635
254,00;5,69884E+15;0.2483841339170021
255,00;5,29477E+16;0.34781694216727654
256,00;5,65732E+14;0.25860098916161833
257,00;5,56063E+15;0.2823929290556243
258,00;5,82125E+16;0.21826192411998646
259,00;5,58478E+15;0.2764504900247843
260,00;5,58898E+16;0.2754187619077856
261,00;5,05009E+16;0.40802601578437503
262,00;5,55775E+15;0.2831030269176945
263,00;5,3962E+14;0.3228561436669184
264,00;5,59315E+15;0.27439199006986525
265,00;5,50102E+16;0.29706347216608986
266,00;5,63248E+15;0.2647128366399518
267,00;5,29477E+16;0.34781694216727654
268,00;4,4811E+13;0.548041311174108
269,00;4,86273E+15;0.45413140649204553
270,00;4,69661E+15;0.49500908003008803
271,00;4,60206E+16;0.5182755399716443
272,00;4,40824E+15;0.565970077478527
273,00;4,74214E+15;0.48380620546079334
274,00;4,55292E+15;0.5303668450304293
275,00;4,84649E+16;0.4581266491678082
276,00;5,25473E+15;0.35766842130772225
277,00;5,5087E+16;0.29517363439111577
278,00;5,45019E+15;0.30957098215488554
279,00;5,43201E+15;0.3140452308960955
280,00;5,31983E+15;0.3416486775305517
281,00;5,44197E+15;0.31159312836253006
282,00;5,33863E+15;0.337022105986475
283,00;5,39096E+16;0.32414502753166685
284,00;5,60418E+16;0.27167780426574994
285,00;5,71104E+13;0.24538212867096243
286,00;5,62583E+16;0.2663506933892127
287,00;5,53728E+15;0.2881408857906893
288,00;5,39096E+16;0.32414502753166685
289,00;5,50717E+15;0.29555026754564395
290,00;5,18213E+16;0.3755341841452474
291,00;5,29084E+15;0.34878190660488806
292,00;5,75819E+15;0.23377877722972118
293,00;5,62315E+15;0.26700936651414275
294,00;5,68147E+16;0.2526590616161706
295,00;5,64303E+16;0.26211809448707135
296,00;5,55195E+15;0.2845303394663856
297,00;5,57775E+16;0.2781811817470693
298,00;5,03439E+15;0.41188887863220836
299,00;5,02109E+16;0.4151621318811115
300,00;5,57208E+16;0.2795758963852445
301,00;5,6404E+14;0.26276383292351146
302,00;5,72426E+16;0.2421279040675105
303,00;5,79525E+15;0.22465858883690515
304,00;5,70983E+16;0.2456804389216034
305,00;5,56495E+15;0.2813321861346533
306,00;5,77636E+14;0.22930825065437765
307,00;5,69638E+15;0.24898962797600788
308,00;5,60555E+15;0.2713409416902868
309,00;5,50256E+15;0.29668416548289056
310,00;5,73964E+15;0.2383448095579379
311,00;5,61642E+15;0.2686649848610495
312,00;5,91521E+16;0.19513916552852018
313,00;5,72546E+14;0.24183450764547798
314,00;5,38039E+15;0.3267463488075919
315,00;5,53431E+15;0.2888703720274307
316,00;5,51327E+15;0.2940477006554494
317,00;5,6285E+16;0.2656940438408193
318,00;5,61777E+15;0.26833283365218763
319,00;5,27897E+15;0.3517032175911817
320,00;5,25062E+15;0.3586790107075938
321,00;5,1799E+16;0.3760829373603807
322,00;5,58198E+15;0.2771410859725485
323,00;5,611E+13;0.269998775522451
324,00;5,61236E+15;0.2696645467445896
325,00;5,56207E+16;0.28203876284387064
326,00;5,52536E+15;0.29107388906823706
327,00;5,64564E+15;0.2614743010488674
328,00;5,55049E+15;0.28488866186361606
329,00;5,61507E+16;0.26899765303698175
330,00;5,4712E+14;0.3044012224533822
331,00;5,57775E+16;0.2781811817470693
332,00;5,56638E+16;0.28097977177635014
333,00;5,55919E+16;0.2827476830953852
334,00;5,32173E+15;0.3411814877054431
335,00;4,90357E+16;0.44408033090977106
336,00;4,87867E+15;0.45020947517350607
337,00;4,97144E+16;0.42737912895168617
338,00;4,81987E+15;0.46467855710142536
339,00;4,5666E+16;0.5270008028675928
340,00;4,31067E+15;0.5899792343387771
341,00;4,3918E+15;0.5700157363026279
342,00;4,33463E+15;0.5840826049305952
343,00;4,93964E+15;0.4352040688836363
344,00;5,71346E+15;0.24478675430302088
345,00;5,55919E+16;0.2827476830953852
346,00;5,83185E+15;0.21565213272339656
347,00;5,80509E+15;0.22223735043564885
348,00;5,82763E+16;0.21669222849791736
349,00;5,64172E+13;0.2624407198462724
350,00;5,73376E+15;0.23979193262068643
351,00;5,52536E+15;0.29107388906823706
352,00;5,26086E+15;0.35616144025971064
353,00;5,24856E+15;0.3591861029024799
354,00;5,67011E+16;0.2554530786555841
355,00;5,55049E+15;0.28488866186361606
356,00;5,48702E+16;0.3005078678124561
357,00;5,67896E+15;0.2532768055718678
358,00;5,43866E+15;0.3124073741468347
359,00;5,33304E+15;0.33839959255798757
360,00;5,48859E+15;0.30012240466039386
361,00;5,39096E+16;0.32414502753166685
362,00;5,46639E+15;0.3055831937229341
363,00;5,3274E+15;0.3397860142399862
364,00;5,54464E+14;0.2863279889181245
365,00;5,47439E+15;0.30361685731666244
366,00;5,5534E+15;0.2841726167721922
367,00;5,31028E+15;0.34400006824081986
368,00;533677183338,00;0.3374802824960902
369,00;5,48545E+15;0.3008940273752888
370,00;5,44362E+15;0.31118716573357696
371,00;5,59315E+15;0.27439199006986525
372,00;5,49482E+15;0.2985874662153898
373,00;5,43368E+16;0.313634588579796
374,00;5,39096E+16;0.32414502753166685
375,00;5,43866E+15;0.3124073741468347
376,00;5,43201E+15;0.3140452308960955
377,00;5,34049E+16;0.3365649095343132
378,00;5,01301E+15;0.4171504184039505
379,00;4,38625E+16;0.5713814870190986
380,00;4,79935E+15;0.46972775079315
381,00;4,98272E+16;0.42460325539175303
382,00;533677183338,00;0.3374802824960902
383,00;4,98831E+15;0.4232287216521299
384,00;5,34049E+16;0.3365649095343132
385,00;5,07312E+16;0.40235954743085267
386,00;4,95134E+15;0.43232538213916094
387,00;5,35339E+15;0.33339162787745236
388,00;533677183338,00;0.3374802824960902
389,00;5,53431E+15;0.2888703720274307
390,00;5,14806E+15;0.38391719034694505
391,00;5,31793E+14;0.3421168907734008
392,00;5,5358E+15;0.28850531769464394
393,00;5,41854E+15;0.3173590842514722
394,00;5,32928E+16;0.3393228737339872
395,00;5,25678E+15;0.3571649128065857
396,00;4,82995E+15;0.4621979962630641
397,00;5,04228E+16;0.4099487207427387
398,00;4,34052E+15;0.5826335196520618
399,00;4,45062E+15;0.555541703899094
400,00;5,20845E+14;0.369056741173441
401,00;5,22768E+15;0.3643243133153382
402,00;5,31411E+16;0.34305640551640715
403,00;5,29084E+15;0.34878190660488806
404,00;533677183338,00;0.3374802824960902
405,00;5,3122E+16;0.3435277160930226
406,00;5,40486E+15;0.3207251264143086
407,00;5,51022E+15;0.29479766374027927
408,00;5,36789E+16;0.32982178690133956
409,00;5,25268E+15;0.3581731187320426
410,00;4,95713E+15;0.43090044846235354
411,00;5,19319E+16;0.3728113542038738
412,00;5,35339E+15;0.33339162787745236
413,00;5,42698E+15;0.3152819128025691
414,00;5,36969E+15;0.32937972002216465
415,00;5,43534E+15;0.3132247336893228
416,00;5,07815E+15;0.40112047578751575
417,00;5,25882E+16;0.3566625876402677
418,00;5,34235E+15;0.33610868895579005
419,00;5,19099E+15;0.37335315236442446
420,00;5,26895E+15;0.3541685189692746
421,00;5,32928E+16;0.3393228737339872
422,00;5,44197E+15;0.31159312836253006
423,00;5,18657E+16;0.3744408863144746
424,00;5,09801E+16;0.39623479427270225
425,00;5,37506E+15;0.32805897888941116
426,00;5,1664E+15;0.3794053761733671
427,00;5,29867E+16;0.3468563146631194
428,00;5,27698E+15;0.3521940083002568
429,00;5,0291E+15;0.41319217084033366
430,00;5,74431E+15;0.23719412435673348
431,00;5,35704E+15;0.3324935624390575
432,00;5,43534E+15;0.3132247336893228
433,00;5,58057E+15;0.2774872225014572
434,00;5,55049E+15;0.28488866186361606
435,00;5,66502E+16;0.25670668494649973
436,00;5,70252E+16;0.24747909688423309
437,00;5,70496E+15;0.24687786087628438
438,00;5,74198E+15;0.23776869260565925
439,00;5,80618E+16;0.22197000923770693
440,00;5,6404E+14;0.26276383292351146
441,00;5,58338E+16;0.27679550908257267
442,00;5,66757E+15;0.25607896273352904
443,00;5,47914E+15;0.3024456803595448
444,00;5,35156E+15;0.33384207959293954
445,00;5,15038E+15;0.3833479776007074
446,00;5,07059E+15;0.4029817873459758
447,00;4,97144E+16;0.42737912895168617
448,00;5,55919E+16;0.2827476830953852
449,00;5,60006E+15;0.2726915892171887
450,00;5,61642E+15;0.2686649848610495
451,00;5,55195E+15;0.2845303394663856
452,00;5,12459E+15;0.38969427877891893
453,00;5,17092E+15;0.3782921483449213
454,00;533677183338,00;0.3374802824960902
455,00;5,47597E+15;0.30322575151697917
456,00;5,42023E+16;0.316942031904736
457,00;5,31602E+15;0.34258613192759646
458,00;5,21919E+14;0.3664146894869551
459,00;5,45833E+16;0.30756778792428885
460,00;5,5563E+15;0.2834589624868591
461,00;5,30835E+15;0.34447346657363054
462,00;5,46318E+15;0.30637482151633644
463,00;5,71466E+15;0.24448968787592484
464,00;5,61912E+15;0.2680011978061535
465,00;5,70129E+16;0.2477803502954694
466,00;5,5563E+15;0.2834589624868591
467,00;5,44855E+15;0.30997388380083957
468,00;4,37504E+16;0.5741394512187725
469,00;4,65676E+15;0.5048153530072363
470,00;4,34052E+15;0.5826335196520618
471,00;4,9771E+15;0.4259866858518039
472,00;5,63909E+15;0.2630874351956034
473,00;5,51022E+15;0.29479766374027927
474,00;4,9005E+15;0.4448369308498593
475,00;4,68089E+16;0.49887776953495333
476,00;5,2319E+16;0.3632867420550514
477,00;5,24856E+15;0.3591861029024799
478,00;4,54832E+14;0.5315007429676759
479,00;4,58451E+15;0.5225936516814433
480,00;5,1029E+15;0.39503062624325314
481,00;5,06296E+14;0.40485945031346837
482,00;5,18657E+16;0.3744408863144746
483,00;4,88182E+16;0.449433651236807
484,00;5,03703E+15;0.41124020056257204
485,00;5,2361E+15;0.3622541832358561
486,00;4,97428E+15;0.42668177348842073
487,00;4,45062E+15;0.555541703899094
488,00;4,25421E+16;0.6038733186582262
489,00;4,6107E+15;0.5161487636194383
490,00;4,53434E+16;0.5349389821451793
491,00;5,14109E+15;0.3856339807808191
492,00;5,37684E+15;0.32762053922820955
493,00;5,40314E+15;0.3211496335248317
494,00;5,63116E+16;0.265039405473365
495,00;4,9248E+15;0.43885782041807353
496,00;4,9218E+15;0.43959612602226095
497,00;5,31028E+15;0.34400006824081986
498,00;5,34049E+16;0.3365649095343132
499,00;5,42193E+16;0.3165257917344566
500,00;4,65676E+15;0.5048153530072363
501,00;5,39271E+15;0.32371453542261697
502,00;5,77411E+16;0.22986197961664012
503,00;5,27698E+15;0.3521940083002568
504,00;5,19977E+15;0.3711941515842023
505,00;5,14574E+15;0.3844879230222127
506,00;5,70618E+16;0.2465778759008811
507,00;5,72546E+14;0.24183450764547798
508,00;5,38921E+15;0.32457638844475534
509,00;5,52985E+16;0.2899692909514433
510,00;4,77121E+16;0.47665108513026344
511,00;5,34049E+16;0.3365649095343132
512,00;5,4696E+15;0.30479448707194157
513,00;5,56495E+15;0.2813321861346533
514,00;5,17092E+15;0.3782921483449213
515,00;5,04749E+15;0.4086649976052339
516,00;5,09061E+15;0.39805386278346533
517,00;5,22345E+15;0.36536694591886965
518,00;5,40314E+15;0.3211496335248317
519,00;4,73098E+16;0.4865523579249561
520,00;4,38625E+16;0.5713814870190986
521,00;5,00485E+15;0.4191573745568742
522,00;5,47439E+15;0.30361685731666244
523,00;5,18657E+16;0.3744408863144746
524,00;5,17317E+16;0.37773770118605343
525,00;4,86594E+16;0.45334124196961934
526,00;4,9771E+15;0.4259866858518039
527,00;5,00758E+15;0.41848629312681807
528,00;5,45995E+15;0.30716939217075534
529,00;4,97144E+16;0.42737912895168617
530,00;4,75315E+15;0.48109488885185214
531,00;5,09555E+15;0.3968394319033246
532,00;5,27298E+15;0.35317898359124367
533,00;4,9218E+15;0.43959612602226095
534,00;5,30835E+15;0.34447346657363054
535,00;5,51479E+15;0.2936737036048398
536,00;5,25473E+15;0.35766842130772225
537,00;5,41854E+15;0.3173590842514722
538,00;5,5041E+16;0.29630553073393706
539,00;5,75128E+15;0.23547962912186604
540,00;5,40314E+15;0.3211496335248317
541,00;5,3274E+15;0.3397860142399862
542,00;5,67011E+16;0.2554530786555841
543,00;4,77478E+16;0.4757733045951783
544,00;5,19977E+15;0.3711941515842023
545,00;5,61236E+15;0.2696645467445896
546,00;5,39446E+15;0.3232849086249219
547,00;5,55195E+15;0.2845303394663856
548,00;5,69638E+15;0.24898962797600788
549,00;6,02314E+15;0.1685810451283246
550,00;5,97444E+16;0.18056556394728962
551,00;6,0026E+15;0.17363521385849168
552,00;6,06524E+14;0.15822205614936757
553,00;5,96273E+15;0.18344648924065743
554,00;6,00347E+15;0.1734222200592127
555,00;5,78641E+15;0.22683407082259643
556,00;5,90655E+15;0.19727065503654695
557,00;5,87001E+14;0.2062638549184843
558,00;5,55919E+16;0.2827476830953852
559,00;5,43368E+16;0.313634588579796
560,00;5,42193E+16;0.3165257917344566
561,00;5,41173E+15;0.31903547919716924
562,00;5,38569E+14;0.32544173075989746
563,00;5,30062E+15;0.346377615112768
564,00;5,5417E+16;0.28705130351666763
565,00;5,77185E+15;0.2304171468375622
566,00;5,52985E+16;0.2899692909514433
567,00;5,52985E+16;0.2899692909514433
568,00;5,73257E+14;0.2400825366897753
569,00;5,61642E+15;0.2686649848610495
570,00;5,29672E+15;0.34733608873637056
571,00;5,52686E+16;0.2907050550511049
572,00;5,5358E+15;0.28850531769464394
573,00;5,40141E+16;0.32157498542618135
574,00;5,57492E+14;0.2788774014502412
575,00;5,43368E+16;0.313634588579796
576,00;5,48073E+16;0.30205670980653765
577,00;5,40141E+16;0.32157498542618135
578,00;5,56207E+16;0.28203876284387064
579,00;5,58898E+16;0.2754187619077856
580,00;5,52835E+15;0.29033685640727114
581,00;5,30256E+15;0.3458999852829734
582,00;5,56351E+15;0.28168518251528196
583,00;5,44197E+15;0.31159312836253006
584,00;5,48388E+15;0.30128088586983837
585,00;5,09309E+16;0.3974457848203027
586,00;5,43033E+15;0.31445666366969927
587,00;5,52835E+15;0.29033685640727114
588,00;5,34604E+15;0.33519915881784246
589,00;5,48073E+16;0.30205670980653765
590,00;5,3442E+15;0.3356534400938246
591,00;5,34049E+16;0.3365649095343132
592,00;5,44691E+16;0.3103775463568693
593,00;5,41344E+15;0.31861514620056486
594,00;5,234E+15;0.3627698391189903
595,00;5,46318E+15;0.30637482151633644
596,00;5,57634E+15;0.2785290081214521
597,00;5,39096E+16;0.32414502753166685
598,00;5,33491E+15;0.3379394432739363
599,00;5,33304E+15;0.33839959255798757
600,00;5,22768E+15;0.3643243133153382
601,00;5,33863E+15;0.337022105986475
602,00;5,35886E+16;0.33204594078877914
603,00;4,65676E+15;0.5048153530072363
604,00;5,31602E+15;0.34258613192759646
605,00;5,46318E+15;0.30637482151633644
606,00;5,28295E+15;0.3507250041679847
607,00;4,36369E+15;0.576933468258186
608,00;4,43497E+15;0.5593929659295408
609,00;4,47609E+15;0.5492732411544845
610,00;4,47106E+15;0.5505123127978214
611,00;4,46599E+16;0.5517586093895215
612,00;4,45062E+15;0.555541703899094
613,00;4,50571E+15;0.5419859696555407
614,00;4,67292E+15;0.5008386939301368
615,00;4,71205E+15;0.4912091708833759
616,00;4,66083E+15;0.503814230521767
617,00;4,74214E+15;0.48380620546079334
618,00;4,68485E+16;0.49790401268038886
619,00;5,41854E+15;0.3173590842514722
620,00;5,55049E+15;0.28488866186361606
621,00;5,6404E+14;0.26276383292351146
622,00;5,61507E+16;0.26899765303698175
623,00;5,46156E+16;0.3067717376190514
624,00;5,6777E+16;0.2535863483629558
625,00;5,48545E+15;0.3008940273752888
626,00;5,58758E+15;0.2757621182224099
627,00;5,51175E+15;0.2944223532665181
628,00;5,65345E+15;0.2595544744300714
629,00;5,57775E+16;0.2781811817470693
630,00;5,49793E+16;0.297824110904396
631,00;5,41514E+15;0.31819563819565166
632,00;5,38745E+15;0.3250086216757545
633,00;5,54464E+14;0.2863279889181245
634,00;5,35156E+15;0.33384207959293954
635,00;5,20629E+15;0.36958909327899847
636,00;5,36429E+15;0.33070867306963025
637,00;5,38569E+14;0.32544173075989746
638,00;5,58478E+15;0.2764504900247843
639,00;5,22132E+14;0.36589017570253424
640,00;5,60691E+16;0.27100460918990543
641,00;5,28888E+16;0.3492660274458098
642,00;5,20629E+15;0.36958909327899847
643,00;5,26289E+16;0.35566146515479835
644,00;4,86914E+16;0.45255398782035094
645,00;5,06551E+15;0.4042317281004977
646,00;5,54317E+15;0.28668934024660775
647,00;5,72665E+16;0.24154151341195018
648,00;5,54023E+15;0.2874138808044435
649,00;5,38216E+15;0.32631059073639535
650,00;5,60964E+16;0.2703335277598493
651,00;5,6404E+14;0.26276383292351146
652,00;5,68272E+16;0.2523508578715078
653,00;5,44691E+16;0.3103775463568693
654,00;5,55485E+15;0.28381549177701426
655,00;5,38921E+15;0.32457638844475534
656,00;5,56638E+16;0.28097977177635014
657,00;5,40658E+15;0.3203014607455871
658,00;5,43534E+15;0.3132247336893228
659,00;5,42023E+16;0.316942031904736
660,00;5,1664E+15;0.3794053761733671
661,00;5,26289E+16;0.35566146515479835
662,00;5,46479E+16;0.3059786411250768
663,00;5,28691E+15;0.3497512473134201
664,00;5,39794E+16;0.3224282370977931
665,00;5,47597E+15;0.30322575151697917
666,00;5,35156E+15;0.33384207959293954
